ID	DOCULECT	DOCULECT_NAME_IN_SOURCE	CONCEPT	GLOTTOCODE	VALUE	CONCEPTICON_ID	LANGID	GLOSSID	ISO	SOURCE	COMMENT	COGNACY	LOAN	LEXIBANK_ID	FORM	SEGMENTS	BVD_ID	VARIANTS	COG	COGID	CVCV	SONARS	PROSTRINGS	CLASSES	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT	MORPHEMES
4816	Tuamotuan_246	Tuamotu	hair	tuam1242	huru	1040	246	26	pmt	POLLEX	Hair, feather	31	False	abvd-abvd-246-34	huru	h u r u	88624		31---hair	695	cvcv	3 7 5 7	AXBZ	HYRY	246.H.C 246.Y.V 246.R.C 246.Y.V	2.0 1.5 1.75 0.8	huru	1	514	h u r u	?
5062	Niuean_247	Niue	hair	niue1239	lau ulu	1040	247	26	niu	POLLEX	Hair of the head (Mce)	40	False	abvd-abvd-247-39	lau ulu	l a u + u l u	88627		40---hair	815	cvv_vcv	5 7 7 9 7 5 7	AXZ_XBZ	LAY_YLY	247.L.C 247.A.V 247.Y.V 247._._ 247.Y.V 247.L.C 247.Y.V	2.0 1.5 0.8 0.0 1.5 1.75 0.8	lau+ulu	0	515 514	l a - - u ◦ - u l u	? ?
5063	Niuean_247	Niue	hair	niue1239	fulu	1040	247	26	niu	POLLEX	Hair, feathers	31	False	abvd-abvd-247-38	fulu	f u l u	88626		31---hair	695	cvcv	3 7 5 7	AXBZ	BYLY	247.B.C 247.Y.V 247.L.C 247.Y.V	2.0 1.5 1.75 0.8	fulu	0	514	f u l u	?
5322	Austral_128	Rurutuan	hair	aust1304	rouru	1040	128	26	aut	Meyer-128-2005		40	False	abvd-abvd-128-38	rouru	r o u + r u	9053		40---hair	815	cvvcv	5 7 7 9 5 7	AXZ_AX	RUY_RY	128.R.C 128.U.V 128.Y.V 128._._ 128.R.C 128.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	rou+ru	0	515 514	r o - - u ◦ - - r u	? ?
5577	FutunaAniwa_156	Futuna-Aniwa	hair	futu1245	ra-uru	1040	156	26	fut	POLLEX	Hair of head	40	False	abvd-abvd-156-37	ra-uru	r a u + r u	88629		40---hair	815	cv+vcv	5 7 7 9 5 7	AXZ_AX	RAY_RY	156.R.C 156.A.V 156.Y.V 156._._ 156.R.C 156.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	rau+ru	0	515 514	r a - - u ◦ - - r u	? ?
5578	FutunaAniwa_156	Futuna-Aniwa	hair	futu1245	furu	1040	156	26	fut	POLLEX	Hair, fur, feathers (Dty)	31	False	abvd-abvd-156-36	furu	f u r u	88628	fufuru-uru	31---hair	695	cvcv	3 7 5 7	AXBZ	BYRY	156.B.C 156.Y.V 156.R.C 156.Y.V	2.0 1.5 1.75 0.8	furu	1	514	f u r u	?
5815	Hawaiian_52	Hawaiian	hair	hawa1245	lauoho	1040	52	26	haw	71458		40	False	abvd-abvd-52-28	lauoho	l a u + o h o	8977		40---hair	815	cvvvcv	5 7 7 9 7 3 7	AXZ_XBZ	LAY_UHU	52.L.C 52.A.V 52.Y.V 52._._ 52.U.V 52.H.C 52.U.V	2.0 1.5 0.8 0.0 1.5 1.75 0.8	lau+oho	0	515 516	l a - - u ◦ - o h o	? ?
6113	Rarotongan_58	Rarotongan	hair	raro1241	rauru	1040	58	26	rar	POLLEX	Hair of head	40	False	abvd-abvd-58-41	rauru	r a u + r u	88606		40---hair	815	cvvcv	5 7 7 9 5 7	AXZ_AX	RAY_RY	58.R.C 58.A.V 58.Y.V 58._._ 58.R.C 58.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	rau+ru	0	515 514	r a - - u ◦ - - r u	? ?
6114	Rarotongan_58	Rarotongan	hair	raro1241	'uru	1040	58	26	rar	POLLEX	Hair (of animals and body-hair of humans), fur, feathers, fleece (Bse)	31	False	abvd-abvd-58-40	'uru	ʔ u r u	88605		31---hair	695	cvcv	1 7 5 7	AXBZ	HYRY	58.H.C 58.Y.V 58.R.C 58.Y.V	2.0 1.5 1.75 0.8	ʔuru	0	514	ʔ u r u	?
6328	Penrhyn_235	Penrhyn	hair	penr1237	huru/huru	1040	235	26	pnh	POLLEX	Hair	31	False	abvd-abvd-235-28	huru	h u r u	9160		31---hair	695	cvcv	3 7 5 7	AXBZ	HYRY	235.H.C 235.Y.V 235.R.C 235.Y.V	2.0 1.5 1.75 0.8	huru	1	514	h u r u	?
6587	Nukuria_1212	Nukeria	hair	nuku1259	rauru	1040	1212	26	nur	Davletshin-1212-2015		40	False	abvd-abvd-1212-31	rauru	r a u r u	290916		40---hair	815	cvvcv	5 7 7 5 7	AXYBZ	RAYRY	1212.R.C 1212.A.V 1212.Y.V 1212.R.C 1212.Y.V	2.0 1.5 1.3 1.75 0.8	rauru	0	515	r a u r u	?
6879	Samoan_118	Samoan	hair	samo1305	lau ulu	1040	118	26	smo	Blust-118-2005		40	False	abvd-abvd-118-32	lau ulu	l a u _ u l u	9043		40---hair	815	cvv_vcv	5 7 7 9 7 5 7	AXZ_XBZ	LAY_YLY	118.L.C 118.A.V 118.Y.V 118._._ 118.Y.V 118.L.C 118.Y.V	2.0 1.5 0.8 0.0 1.5 1.75 0.8	lau_ulu	0	515 514	l a - - u ◦ - u l u	? ?
7143	RennellBellona_206	Rennellese	hair	renn1242	hugu	1040	206	26	mnv	POLLEX	Body-hair, feathers (Ebt)	31	False	abvd-abvd-206-29	hugu	h u ⁿg u	9131		31---hair	695	cvcv	3 7 1 7	AXBZ	HYKY	206.H.C 206.Y.V 206.K.C 206.Y.V	2.0 1.5 1.75 0.8	hugu	0	514	h u ⁿg u	?
7390	Tuvalu_753	Nanumea	hair	tuva1244	fulufulu	1040	753	26	tvl	29903		31	False	abvd-abvd-753-41	fulufulu	f u l u + f u l u	192062		31---hair	695	cvcvcvcv	3 7 5 7 9 3 7 5 7	AXBZ_AXBZ	BYLY_BYLY	753.B.C 753.Y.V 753.L.C 753.Y.V 753._._ 753.B.C 753.Y.V 753.L.C 753.Y.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	fulu+fulu	0	514 517	f u l u ◦ f u l u	? ?
7625	Anuta_253	Anuta	hair	anut1237	puru	1040	253	26	aud	POLLEX	Body-hair, feathers (Yen)	31	False	abvd-abvd-253-32	puru	p u r u	9178		31---hair	695	cvcv	1 7 5 7	AXBZ	PYRY	253.P.C 253.Y.V 253.R.C 253.Y.V	2.0 1.5 1.75 0.8	puru	1	514	p u r u	?
246	VaeakauTaumako_375	Vaeakau-Taumako	hand	pile1238	lima	1277	375	1	piv	Hovdhaugen-375-2009		1	False	abvd-abvd-375-1	lima	l i m a	89409		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	375.L.C 375.I.V 375.M.C 375.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
510	Wallisian_258	Uvea, East	hand	wall1257	nima	1277	258	1	wls	POLLEX	Loan (Pawley 2010) [<]		True	abvd-abvd-258-1	nima	n i m a	258		510---hand	977	cvcv	4 7 4 7	AXBZ	NIMA	258.N.C 258.I.V 258.M.C 258.A.V	2.0 1.5 1.75 0.8	nima	1	521	n i m a	?
717	Polynesian_658	Proto-Polynesian	hand	poly1242	*lima	1277	658	1		PawleyOC		1	False	abvd-abvd-658-1	*lima	l i m a	169688		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	658.L.C 658.I.V 658.M.C 658.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
944	Maori_85	Maori	hand	maor1246	ringa(ringa)	1277	85	1	mri	Biggs-85-2005	irregular medial C (see Pollex)	1	False	abvd-abvd-85-1	ringa	r i ŋ a	85		1---hand	36	cvcv	5 7 4 7	AXBZ	RINA	85.R.C 85.I.V 85.N.C 85.A.V	2.0 1.5 1.75 0.8	riŋa	0	521	r i ŋ a	?
1160	Kapingamarangi_217	Kapingamarangi	hand	kapi1249	lima	1277	217	1	kpg	POLLEX	64Pollex 06: Lima. :Hand, arm, five (Lbr).	1	False	abvd-abvd-217-2	lima	l i m a	90443	rima	1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	217.L.C 217.I.V 217.M.C 217.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
1398	Tahitian_173	Tahitian (Modern)	hand	tahi1242	rima	1277	173	1	tah	Clark-173-2005		1	False	abvd-abvd-173-1	rima	r i m a	173		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	173.R.C 173.I.V 173.M.C 173.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
1588	Emae_1030	Emae (Makatea)	hand	emae1237	rima	1277	1030	1	mmw	52375		1	False	abvd-abvd-1030-1	rima	r i m a	258005		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	1030.R.C 1030.I.V 1030.M.C 1030.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
1846	Rapanui_264	Rapanui (Easter Island)	hand	rapa1244	rima	1277	264	1	rap	POLLEX		1	False	abvd-abvd-264-1	rima	r i m a	130656		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	264.R.C 264.I.V 264.M.C 264.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
2108	Mangareva_239	Mangareva	hand	mang1401	rima	1277	239	1	mrv	POLLEX		1	False	abvd-abvd-239-3	rima	r i m a	321399	rima	1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	239.R.C 239.I.V 239.M.C 239.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
2329	Luangiua_238	Luangiua	hand	onto1237	lima	1277	238	1	ojv	POLLEX	Five; hand-arm	1	False	abvd-abvd-238-1	lima	l i m a	238		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	238.L.C 238.I.V 238.M.C 238.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
2551	TongaTongaIslands_136	Tongan	hand	tong1325	nima	1277	136	1	ton	117207		1,66	False	abvd-abvd-136-1	nima	n i m a	136		1---hand	36	cvcv	4 7 4 7	AXBZ	NIMA	136.N.C 136.I.V 136.M.C 136.A.V	2.0 1.5 1.75 0.8	nima	1	521	n i m a	?
2818	RakahangaManihiki_589	Manihiki	hand	raka1237	rima	1277	589	1	rkh	Clark-589-2008		1	False	abvd-abvd-589-1	rima	r i m a	153220		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	589.R.C 589.I.V 589.M.C 589.A.V	2.0 1.5 1.75 0.8	rima	0	521	r i m a	?
3071	Tikopia_155	Tikopia	hand	tiko1237	rima	1277	155	1	tkp	POLLEX	Five; hand, arm, wrist (Fth)	1	False	abvd-abvd-155-1	rima	r i m a	155		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	155.R.C 155.I.V 155.M.C 155.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
3291	Sikaiana_243	Sikaiana	hand	sika1261	lima	1277	243	1	sky	POLLEX	Five; hand-arm	1	False	abvd-abvd-243-1	lima	l i m a	243		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	243.L.C 243.I.V 243.M.C 243.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
3584	NorthMarquesan_38	Marquesan	hand	nort2845	ìma	1277	38	1	mrq	POLLEX	Five, hand	1	False	abvd-abvd-38-1	ìma	ʔ i m a	38		1---hand	36	cvcv	1 7 4 7	AXBZ	HIMA	38.H.C 38.I.V 38.M.C 38.A.V	2.0 1.5 1.75 0.8	ʔima	1	521	ʔ i m a	?
3885	EastFutuna_210	Futuna, East	hand	east2447	lima	1277	210	1	fud	POLLEX	Five, hand	1	False	abvd-abvd-210-1	lima	l i m a	210		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	210.L.C 210.I.V 210.M.C 210.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
4198	Pukapuka_152	Pukapuka	hand	puka1242	lima	1277	152	1	pkp	Salisbury-152-2005		1	False	abvd-abvd-152-1	lima	l i m a	152		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	152.L.C 152.I.V 152.M.C 152.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
4387	Mele-Fila_1163	Fila	hand	mele1250	rima	1277	1163	1	mxe	52375		1	False	abvd-abvd-1163-1	rima	r i m a	258015		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	1163.R.C 1163.I.V 1163.M.C 1163.A.V	2.0 1.5 1.75 0.8	rima	0	521	r i m a	?
4587	Austral_1213	Ra'ivavae	hand	aust1304	Gima	1277	1213	1	aut	Tamaititahio-1213-2015		1	False	abvd-abvd-1213-1	Gima	ɢ i m a	291152		1---hand	36	cvcv	1 7 4 7	AXBZ	KIMA	1213.K.C 1213.I.V 1213.M.C 1213.A.V	2.0 1.5 1.75 0.8	ɢima	0	521	ɢ i m a	?
4847	Tuamotuan_246	Tuamotu	hand	tuam1242	rima	1277	246	1	pmt	POLLEX	Five, hand	1	False	abvd-abvd-246-2	rima	r i m a	83893		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	246.R.C 246.I.V 246.M.C 246.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
4848	Tuamotuan_246	Tuamotu	hand	tuam1242	kapu	1277	246	1	pmt	POLLEX	Sole of the foot, palm of the hand (Stn)	7	False	abvd-abvd-246-1	kapu	r i m a	83892		7---hand	1216	cvcv	1 7 1 7	AXBZ	KAPY	246.K.C 246.A.V 246.P.C 246.Y.V	2.0 1.5 1.75 0.8	kapu	0	522	k a p u	?
5094	Niuean_247	Niue	hand	niue1239	lima	1277	247	1	niu	POLLEX	Five, hand	1	False	abvd-abvd-247-1	lima	l i m a	247		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	247.L.C 247.I.V 247.M.C 247.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
5356	Austral_128	Rurutuan	hand	aust1304	rima	1277	128	1	aut	Meyer-128-2005		1	False	abvd-abvd-128-1	rima	r i m a	128		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	128.R.C 128.I.V 128.M.C 128.A.V	2.0 1.5 1.75 0.8	rima	0	521	r i m a	?
5606	FutunaAniwa_156	Futuna-Aniwa	hand	futu1245	rima	1277	156	1	fut	POLLEX		1	False	abvd-abvd-156-1	rima	r i m a	156		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	156.R.C 156.I.V 156.M.C 156.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
5842	Hawaiian_52	Hawaiian	hand	hawa1245	lima	1277	52	1	haw	71458		1	False	abvd-abvd-52-1	lima	l i m a	52		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	52.L.C 52.I.V 52.M.C 52.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
6147	Rarotongan_58	Rarotongan	hand	raro1241	rima	1277	58	1	rar	POLLEX	Five, hand	1	False	abvd-abvd-58-2	rima	r i m a	83880		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	58.R.C 58.I.V 58.M.C 58.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
6148	Rarotongan_58	Rarotongan	hand	raro1241	kapu	1277	58	1	rar	POLLEX	Palm of hand, instep of foot (Sve)	7	False	abvd-abvd-58-1	kapu	k a p u	83879		7---hand	1216	cvcv	1 7 1 7	AXBZ	KAPY	58.K.C 58.A.V 58.P.C 58.Y.V	2.0 1.5 1.75 0.8	kapu	0	522	k a p u	?
6355	Penrhyn_235	Penrhyn	hand	penr1237	rima	1277	235	1	pnh	POLLEX	Five; hand-arm	1	False	abvd-abvd-235-1	rima	r i m a	235		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	235.R.C 235.I.V 235.M.C 235.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
6614	Nukuria_1212	Nukeria	hand	nuku1259	rima	1277	1212	1	nur	Davletshin-1212-2015		1	False	abvd-abvd-1212-1	rima	r i m a	290862		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	1212.R.C 1212.I.V 1212.M.C 1212.A.V	2.0 1.5 1.75 0.8	rima	1	521	r i m a	?
6908	Samoan_118	Samoan	hand	samo1305	lima	1277	118	1	smo	Blust-118-2005		1	False	abvd-abvd-118-1	lima	l i m a	118		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	118.L.C 118.I.V 118.M.C 118.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
7170	RennellBellona_206	Rennellese	hand	renn1242	gima	1277	206	1	mnv	POLLEX	Hand, arm, five (Ebt)	1	False	abvd-abvd-206-1	gima	ⁿg i m a	206		1---hand	36	cvcv	1 7 4 7	AXBZ	KIMA	206.K.C 206.I.V 206.M.C 206.A.V	2.0 1.5 1.75 0.8	gima	1	521	ⁿg i m a	?
7429	Tuvalu_753	Nanumea	hand	tuva1244	lima	1277	753	1	tvl	29903		1	False	abvd-abvd-753-1	lima	l i m a	192037		1---hand	36	cvcv	5 7 4 7	AXBZ	LIMA	753.L.C 753.I.V 753.M.C 753.A.V	2.0 1.5 1.75 0.8	lima	1	521	l i m a	?
7653	Anuta_253	Anuta	hand	anut1237	nima	1277	253	1	aud	POLLEX	Five, hand-arm (Fbg) B. [<]		True	abvd-abvd-253-2	nima	n i m a	83895		7653---hand	1294	cvcv	4 7 4 7	AXBZ	NIMA	253.N.C 253.I.V 253.M.C 253.A.V	2.0 1.5 1.75 0.8	nima	1	521	n i m a	?
7654	Anuta_253	Anuta	hand	anut1237	rima	1277	253	1	aud	POLLEX	Hand-arm (Yen)	1	False	abvd-abvd-253-1	rima	r i m a	83894		1---hand	36	cvcv	5 7 4 7	AXBZ	RIMA	253.R.C 253.I.V 253.M.C 253.A.V	2.0 1.5 1.75 0.8	rima	0	521	r i m a	?
36	VaeakauTaumako_375	Vaeakau-Taumako	he/she	pile1238	na	2642	375	184	piv	Hovdhaugen-375-2009		5	False	abvd-abvd-375-224	na	n a	123277		5---he/she	954	cv	4 7	AX	NA	375.N.C 375.A.V	2.0 1.5	na	0	525	- n a	?
37	VaeakauTaumako_375	Vaeakau-Taumako	he/she	pile1238	ia	2642	375	184	piv	Hovdhaugen-375-2009		1	False	abvd-abvd-375-223	ia	i a	123276		1---he/she	37	vv	7 7	XZ	IA	375.I.V 375.A.V	1.5 0.8	ia	1	523	- i a	?
273	Wallisian_258	Uvea, East	he/she	wall1257	ia	2642	258	184	wls	POLLEX	Third person singular personal pronoun	1	False	abvd-abvd-258-263	ia	i a	65589		1---he/she	37	vv	7 7	XZ	IA	258.I.V 258.A.V	1.5 0.8	ia	0	523	- i a	?
527	Polynesian_658	Proto-Polynesian	he/she	poly1242	*ia	2642	658	184		PawleyOC	he (indep.)	1	False	abvd-abvd-658-205	*ia	i a	169860		1---he/she	37	vv	7 7	XZ	IA	658.I.V 658.A.V	1.5 0.8	ia	0	523	- i a	?
751	Maori_85	Maori	he/she	maor1246	ia	2642	85	184	mri	Biggs-85-2005		1	False	abvd-abvd-85-196	ia	i a	65416		1---he/she	37	vv	7 7	XZ	IA	85.I.V 85.A.V	1.5 0.8	ia	0	523	- i a	?
970	Kapingamarangi_217	Kapingamarangi	he/she	kapi1249	ia	2642	217	184	kpg	POLLEX	He, she (Lbr)	1	False	abvd-abvd-217-244	ia	i a	65548		1---he/she	37	vv	7 7	XZ	IA	217.I.V 217.A.V	1.5 0.8	ia	0	523	- i a	?
1196	Tahitian_173	Tahitian (Modern)	he/she	tahi1242	'oona	2642	173	184	tah	Clark-173-2005		5	False	abvd-abvd-173-210	'oona	ʔ oː + n a	65504		5---he/she	954	cvcv	1 7 9 4 7	AX_AX	HU_NA	173.H.C 173.U.V 173._._ 173.N.C 173.A.V	2.0 1.5 0.0 2.0 1.5	ʔoː+na	0	524 525	ʔ oː ◦ - n a	? ?
1426	Emae_1030	Emae (Makatea)	he/she	emae1237	koia	2642	1030	184	mmw	52375		1	False	abvd-abvd-1030-165	koia	k o + i a	268645		1---he/she	37	cvvv	1 7 9 7 7	AX_XZ	KU_IA	1030.K.C 1030.U.V 1030._._ 1030.I.V 1030.A.V	2.0 1.5 0.0 1.5 0.8	ko+ia	0	524 523	k o ◦ - i a	? ?
1620	Rapanui_264	Rapanui (Easter Island)	he/she	rapa1244	ia	2642	264	184	rap	POLLEX	Third person personal pronoun	1	False	abvd-abvd-264-287	ia	i a	65595		1---he/she	37	vv	7 7	XZ	IA	264.I.V 264.A.V	1.5 0.8	ia	0	523	- i a	?
1875	Mangareva_239	Mangareva	he/she	mang1401	ia/koia	2642	239	184	mrv	POLLEX	'ona is used also today due to influence from Tahitian.	1	False	abvd-abvd-239-331	koia	k o + i a	321449		1---he/she	37	cvvv	1 7 9 7 7	AX_XZ	KU_IA	239.K.C 239.U.V 239._._ 239.I.V 239.A.V	2.0 1.5 0.0 1.5 0.8	ko+ia	0	524 523	k o ◦ - i a	? ?
2137	Luangiua_238	Luangiua	he/she	onto1237	aīa	2642	238	184	ojv	POLLEX	he	1	False	abvd-abvd-238-201	aīa	a iː a	146589		1---he/she	37	vvv	7 7 7	XYZ	AIA	238.A.V 238.I.V 238.A.V	1.5 1.3 0.8	aiːa	0	523	a iː a	?
2358	TongaTongaIslands_136	Tongan	he/she	tong1325	ia	2642	136	184	ton	117207		1	False	abvd-abvd-136-197	ia	i a	65467		1---he/she	37	vv	7 7	XZ	IA	136.I.V 136.A.V	1.5 0.8	ia	0	523	- i a	?
2576	RakahangaManihiki_589	Manihiki	he/she	raka1237	ia	2642	589	184	rkh	Clark-589-2008		1	False	abvd-abvd-589-276	ia	i a	153374		1---he/she	37	vv	7 7	XZ	IA	589.I.V 589.A.V	1.5 0.8	ia	0	523	- i a	?
2847	Tikopia_155	Tikopia	he/she	tiko1237	ia	2642	155	184	tkp	POLLEX	He, she, it (Fth)	1	False	abvd-abvd-155-244	ia	i a	65486		1---he/she	37	vv	7 7	XZ	IA	155.I.V 155.A.V	1.5 0.8	ia	0	523	- i a	?
3101	Sikaiana_243	Sikaiana	he/she	sika1261	ia	2642	243	184	sky	POLLEX	Third person singular personal pronoun	1	False	abvd-abvd-243-208	ia	i a	65574		1---he/she	37	vv	7 7	XZ	IA	243.I.V 243.A.V	1.5 0.8	ia	0	523	- i a	?
3321	NorthMarquesan_38	Marquesan	he/she	nort2845	ia	2642	38	184	mrq	POLLEX	Il, elle, lui (Dln)	1	False	abvd-abvd-38-350	ia	i a	65369		1---he/she	37	vv	7 7	XZ	IA	38.I.V 38.A.V	1.5 0.8	ia	0	523	- i a	?
3619	EastFutuna_210	Futuna, East	he/she	east2447	ia	2642	210	184	fud	POLLEX	He, she	1	False	abvd-abvd-210-298	ia	i a	65541		1---he/she	37	vv	7 7	XZ	IA	210.I.V 210.A.V	1.5 0.8	ia	0	523	- i a	?
3931	Pukapuka_152	Pukapuka	he/she	puka1242	-ona	2642	152	184	pkp	Salisbury-152-2005	-ona (after ko)	5	False	abvd-abvd-152-332	-ona	o n a	123275		5---he/she	954	vcv	7 4 7	XBZ	UNA	152.U.V 152.N.C 152.A.V	1.5 1.75 0.8	ona	0	525	o n a	?
3932	Pukapuka_152	Pukapuka	he/she	puka1242	ana	2642	152	184	pkp	Salisbury-152-2005	ana (preverbal)	1	False	abvd-abvd-152-331	ana	a n a	123274	ēna // iāna	1---he/she	37	vcv	7 4 7	XBZ	ANA	152.A.V 152.N.C 152.A.V	1.5 1.75 0.8	ana	0	525	a n a	?
4226	Mele-Fila_1163	Fila	he/she	mele1250	eia	2642	1163	184	mxe	52375		1	False	abvd-abvd-1163-162	eia	e i a	268655		1---he/she	37	vvv	7 7 7	XYZ	EIA	1163.E.V 1163.I.V 1163.A.V	1.5 1.3 0.8	eia	0	523	e i a	?
4418	Austral_1213	Ra'ivavae	he/she	aust1304	ʔōna	2642	1213	184	aut	Tamaititahio-1213-2015		5	False	abvd-abvd-1213-170	ʔōna	ʔ oː + n a	291351		5---he/she	954	cvcv	1 7 9 4 7	AX_AX	HU_NA	1213.H.C 1213.U.V 1213._._ 1213.N.C 1213.A.V	2.0 1.5 0.0 2.0 1.5	ʔoː+na	0	524 525	ʔ oː ◦ - n a	? ?
4419	Austral_1213	Ra'ivavae	he/she	aust1304	ʔoia	2642	1213	184	aut	Tamaititahio-1213-2015		1	False	abvd-abvd-1213-169	ʔoia	ʔ o + i a	291350		1---he/she	37	cvvv	1 7 9 7 7	AX_XZ	HU_IA	1213.H.C 1213.U.V 1213._._ 1213.I.V 1213.A.V	2.0 1.5 0.0 1.5 0.8	ʔo+ia	0	524 523	ʔ o ◦ - i a	? ?
4607	Tuamotuan_246	Tuamotu	he/she	tuam1242	ia	2642	246	184	pmt	POLLEX	He, she	1	False	abvd-abvd-246-269	ia	i a	65577		1---he/she	37	vv	7 7	XZ	IA	246.I.V 246.A.V	1.5 0.8	ia	0	523	- i a	?
4877	Niuean_247	Niue	he/she	niue1239	ia	2642	247	184	niu	POLLEX	He, she, it (McE)	1	False	abvd-abvd-247-251	ia	i a	65578		1---he/she	37	vv	7 7	XZ	IA	247.I.V 247.A.V	1.5 0.8	ia	1	523	- i a	?
5128	Austral_128	Rurutuan	he/she	aust1304	ʔoia	2642	128	184	aut	Meyer-128-2005		1	False	abvd-abvd-128-242	ʔoia	ʔ o + i a	118884		1---he/she	37	cvvv	1 7 9 7 7	AX_XZ	HU_IA	128.H.C 128.U.V 128._._ 128.I.V 128.A.V	2.0 1.5 0.0 1.5 0.8	ʔo+ia	0	524 523	ʔ o ◦ - i a	? ?
5129	Austral_128	Rurutuan	he/she	aust1304	ʔoona	2642	128	184	aut	Meyer-128-2005		5	False	abvd-abvd-128-241	ʔoona	ʔ oː + n a	118883		5---he/she	954	cvcv	1 7 9 4 7	AX_AX	HU_NA	128.H.C 128.U.V 128._._ 128.N.C 128.A.V	2.0 1.5 0.0 2.0 1.5	ʔoː+na	0	524 525	ʔ oː ◦ - n a	? ?
5381	FutunaAniwa_156	Futuna-Aniwa	he/she	futu1245	-ia	2642	156	184	fut	POLLEX	Third person singular personal pronoun	1	False	abvd-abvd-156-285	-ia	i a	65592	aia	1---he/she	37	vv	7 7	XZ	IA	156.I.V 156.A.V	1.5 0.8	ia	0	523	- i a	?
5639	Hawaiian_52	Hawaiian	he/she	hawa1245	['o]ia	2642	52	184	haw	71458		1	False	abvd-abvd-52-212	ia	i a	65383		1---he/she	37	vv	7 7	XZ	IA	52.I.V 52.A.V	1.5 0.8	ia	0	523	- i a	?
5876	Rarotongan_58	Rarotongan	he/she	raro1241	ia	2642	58	184	rar	POLLEX	He, she	1	False	abvd-abvd-58-320	ia	i a	65389		1---he/she	37	vv	7 7	XZ	IA	58.I.V 58.A.V	1.5 0.8	ia	0	523	- i a	?
6167	Penrhyn_235	Penrhyn	he/she	penr1237	ia	2642	235	184	pnh	POLLEX	Third person singular personal pronoun	1	False	abvd-abvd-235-194	ia	i a	65566		1---he/she	37	vv	7 7	XZ	IA	235.I.V 235.A.V	1.5 0.8	ia	0	523	- i a	?
6387	Nukuria_1212	Nukeria	he/she	nuku1259	ia	2642	1212	184	nur	Davletshin-1212-2015	frequently unmarked	1	False	abvd-abvd-1212-250	ia	i a	290960		1---he/she	37	vv	7 7	XZ	IA	1212.I.V 1212.A.V	1.5 0.8	ia	0	523	- i a	?
6650	Samoan_118	Samoan	he/she	samo1305	ia	2642	118	184	smo	Blust-118-2005		1	False	abvd-abvd-118-273	ia	i a	65449		1---he/she	37	vv	7 7	XZ	IA	118.I.V 118.A.V	1.5 0.8	ia	0	523	- i a	?
